pago_id,order_proveedor_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-002390,O-002390,PR-00222,Lamas & Asociados S.Coop.,2025-08-19,90 días,2025-11-17,2025-10-19,4350.15,Pagado
PP-002391,O-002391,PR-00223,Infraestructuras KR S.Com.,2025-07-23,60 días,2025-09-21,2025-07-25,4995.55,Pagado
PP-002392,O-002392,PR-01195,Supermercados PN S.A.,2025-07-18,60 días,2025-09-16,2025-08-15,9415.31,Pagado
PP-002393,O-002393,PR-01195,Supermercados PN S.A.,2025-06-26,60 días,2025-08-25,2025-07-27,9223.55,Pagado
PP-002394,O-002394,PR-00194,Bertrán y Manzano S.L.N.E,2025-08-08,30 días,2025-09-07,2025-08-22,5607.2,Pagado
PP-002395,O-002395,PR-00194,Bertrán y Manzano S.L.N.E,2025-08-13,30 días,2025-09-12,,5489.55,Pendiente
PP-002396,O-002396,PR-00983,Restauración Integrales S.L.N.E,2025-07-07,90 días,2025-10-05,,2848.8,Pendiente
PP-002397,O-002397,PR-00197,Instalaciones Internacionales S.A.,2025-07-16,90 días,2025-10-14,2025-09-09,1303.26,Pagado
PP-002398,O-002398,PR-00198,Hotel Cáceres S.Com.,2025-07-16,90 días,2025-10-14,2025-07-31,2196.0,Pagado
PP-002399,O-002399,PR-00200,Hnos Bravo S.L.L.,2025-08-11,Contado,2025-08-11,,7790.56,Retrasado
PP-002400,O-002400,PR-01243,María Pilar Cuervo Merino S.Coop.,2025-07-23,90 días,2025-10-21,2025-10-10,4509.44,Pagado
PP-002401,O-002401,PR-00227,Manjón y asociados S.Com.,2025-07-24,60 días,2025-09-22,,9316.8,Pendiente
PP-002402,O-002402,PR-00229,Construcción Ibéricos S.Com.,2025-07-28,Contado,2025-07-28,2025-07-28,3992.82,Pagado
PP-002403,O-002403,PR-00710,Inversiones GWRC S.L.U.,2025-07-27,30 días,2025-08-26,,7802.15,Pendiente
PP-002404,O-002404,PR-01058,Promociones Fabregat S.A.,2025-08-16,60 días,2025-10-15,,6375.36,Pendiente
PP-002405,O-002405,PR-01027,Macías y asociados S.A.,2025-08-04,60 días,2025-10-03,2025-09-05,4188.8,Pagado
PP-002406,O-002406,PR-00208,Consultoría del Mediterráneo S.A.,2025-07-25,90 días,2025-10-23,2025-08-14,9904.95,Pagado
PP-002407,O-002407,PR-00231,Abraham Alfonso Cid S.L.U.,2025-08-13,30 días,2025-09-12,2025-08-23,3523.8,Pagado
PP-002408,O-002408,PR-00857,Hnos Manzanares S.L.L.,2025-07-29,Contado,2025-07-29,,7793.28,Retrasado
PP-002409,O-002409,PR-00233,Alcaraz y asociados S.L.N.E,2025-06-26,90 días,2025-09-24,,2345.0,Pendiente
PP-002410,O-002410,PR-01258,Manufacturas Sala & Asociados S.L.,2025-08-17,30 días,2025-09-16,,1014.0,Pendiente
PP-002411,O-002411,PR-00221,Hermanos Blanca S.A.,2025-08-19,90 días,2025-11-17,,5385.26,Pendiente
PP-002412,O-002412,PR-00716,Promociones Roman & Asociados S.L.,2025-07-23,90 días,2025-10-21,,1507.2,Pendiente
PP-002413,O-002413,PR-01136,Fabregat y asociados S.A.,2025-08-01,30 días,2025-08-31,,1762.0,Pendiente
PP-002414,O-002414,PR-00194,Bertrán y Manzano S.L.N.E,2025-07-03,30 días,2025-08-02,2025-07-28,6189.9,Pagado
PP-002415,O-002415,PR-00195,Clara Gámez Peralta S.L.L.,2025-08-22,Contado,2025-08-22,2025-08-22,1072.44,Pagado
PP-002416,O-002416,PR-00613,Araceli Luque Vilalta S.Com.,2025-07-02,90 días,2025-09-30,,2250.45,Pendiente
PP-002417,O-002417,PR-00198,Hotel Cáceres S.Com.,2025-07-22,90 días,2025-10-20,,6262.28,Pendiente
PP-002418,O-002418,PR-00996,Fábrica Hernando & Asociados S.L.L.,2025-07-30,90 días,2025-10-28,2025-08-08,1612.09,Pagado
PP-002419,O-002419,PR-00200,Hnos Bravo S.L.L.,2025-08-17,Contado,2025-08-17,,5475.8,Retrasado
PP-002420,O-002420,PR-01298,Minería Barberá S.L.,2025-07-25,90 días,2025-10-23,,2107.03,Pendiente
PP-002421,O-002421,PR-00203,Silva y Estrada S.L.N.E,2025-06-29,60 días,2025-08-28,2025-08-06,4665.7,Pagado
PP-002422,O-002422,PR-00226,Sureda & Asociados S.L.U.,2025-07-04,90 días,2025-10-02,2025-09-01,3351.79,Pagado
PP-002423,O-002423,PR-00226,Sureda & Asociados S.L.U.,2025-08-18,90 días,2025-11-16,2025-09-17,12576.64,Pagado
PP-002424,O-002424,PR-01159,Promociones Jimenez S.A.,2025-08-02,90 días,2025-10-31,2025-09-22,1281.28,Pagado
PP-002425,O-002425,PR-00795,Exposito y Izquierdo S.A.,2025-08-02,60 días,2025-10-01,2025-08-10,13897.38,Pagado
PP-002426,O-002426,PR-01174,Conde y asociados S.L.,2025-07-23,30 días,2025-08-22,2025-08-15,8766.63,Pagado
PP-002427,O-002427,PR-01174,Conde y asociados S.L.,2025-08-12,30 días,2025-09-11,,2002.56,Pendiente
PP-002428,O-002428,PR-00207,Oliva y Portero S.A.,2025-07-01,30 días,2025-07-31,,5447.2,Retrasado
PP-002429,O-002429,PR-00231,Abraham Alfonso Cid S.L.U.,2025-08-15,30 días,2025-09-14,,946.25,Pendiente
PP-002430,O-002430,PR-00233,Alcaraz y asociados S.L.N.E,2025-07-30,90 días,2025-10-28,2025-10-11,2739.05,Pagado
PP-002431,O-002431,PR-01258,Manufacturas Sala & Asociados S.L.,2025-07-08,30 días,2025-08-07,2025-07-30,3304.56,Pagado
PP-002432,O-002432,PR-01275,Sáez y asociados S.A.,2025-06-27,Contado,2025-06-27,2025-06-27,1964.2,Pagado
PP-002433,O-002433,PR-00221,Hermanos Blanca S.A.,2025-08-03,90 días,2025-11-01,2025-08-19,2241.54,Pagado
PP-002434,O-002434,PR-00222,Lamas & Asociados S.Coop.,2025-06-28,90 días,2025-09-26,2025-07-17,1969.2,Pagado
PP-002435,O-002435,PR-00932,Ximena Gimeno Coronado S.C.P,2025-07-02,30 días,2025-08-01,2025-07-12,11469.77,Pagado
PP-002436,O-002436,PR-00195,Clara Gámez Peralta S.L.L.,2025-08-15,Contado,2025-08-15,2025-08-15,5467.78,Pagado
PP-002437,O-002437,PR-00198,Hotel Cáceres S.Com.,2025-07-26,90 días,2025-10-24,,1297.52,Pendiente
PP-002438,O-002438,PR-00198,Hotel Cáceres S.Com.,2025-08-24,90 días,2025-11-22,,5538.63,Pendiente
PP-002439,O-002439,PR-01412,Plácido Juliá Barragán S.L.,2025-07-22,60 días,2025-09-20,,7751.78,Pendiente
PP-002440,O-002440,PR-00200,Hnos Bravo S.L.L.,2025-08-14,Contado,2025-08-14,2025-08-14,7537.05,Pagado
PP-002441,O-002441,PR-00200,Hnos Bravo S.L.L.,2025-08-17,Contado,2025-08-17,2025-08-17,5996.65,Pagado
PP-002442,O-002442,PR-01318,Natanael Egea Bustos S.L.,2025-07-29,60 días,2025-09-27,2025-08-03,2722.97,Pagado
PP-002443,O-002443,PR-00226,Sureda & Asociados S.L.U.,2025-08-01,90 días,2025-10-30,2025-08-08,3401.24,Pagado
PP-002444,O-002444,PR-01159,Promociones Jimenez S.A.,2025-08-01,90 días,2025-10-30,2025-10-06,12043.52,Pagado
PP-002445,O-002445,PR-01425,Rafaela Moya Soler S.Coop.,2025-08-24,90 días,2025-11-22,,3201.33,Pendiente
PP-002446,O-002446,PR-01051,Compañía Iberia S.A.T.,2025-08-04,90 días,2025-11-02,2025-10-07,2278.09,Pagado
PP-002447,O-002447,PR-01491,Hermanos Andrés S.L.,2025-07-04,90 días,2025-10-02,,414.72,Pendiente
PP-002448,O-002448,PR-00857,Hnos Manzanares S.L.L.,2025-07-15,Contado,2025-07-15,2025-07-15,3288.48,Pagado
PP-002449,O-002449,PR-00857,Hnos Manzanares S.L.L.,2025-06-30,Contado,2025-06-30,2025-06-30,6552.26,Pagado
PP-002450,O-002450,PR-01072,Verdugo & Asociados S.A.,2025-07-23,Contado,2025-07-23,2025-07-23,4932.78,Pagado
PP-002451,O-002451,PR-00234,Comercializadora EU S.L.,2025-08-13,Contado,2025-08-13,2025-08-13,5743.92,Pagado
PP-002452,O-002452,PR-00222,Lamas & Asociados S.Coop.,2025-08-11,90 días,2025-11-09,,679.35,Pendiente
PP-002453,O-002453,PR-00195,Clara Gámez Peralta S.L.L.,2025-08-07,Contado,2025-08-07,2025-08-07,3915.27,Pagado
PP-002454,O-002454,PR-00613,Araceli Luque Vilalta S.Com.,2025-07-02,90 días,2025-09-30,2025-09-22,936.11,Pagado
PP-002455,O-002455,PR-00198,Hotel Cáceres S.Com.,2025-08-02,90 días,2025-10-31,,578.34,Pendiente
PP-002456,O-002456,PR-01412,Plácido Juliá Barragán S.L.,2025-07-12,60 días,2025-09-10,2025-08-01,7051.8,Pagado
PP-002457,O-002457,PR-00201,Román Giner Alonso S.A.,2025-07-21,60 días,2025-09-19,2025-07-23,3914.46,Pagado
PP-002458,O-002458,PR-00201,Román Giner Alonso S.A.,2025-08-07,60 días,2025-10-06,,12835.04,Pendiente
PP-002459,O-002459,PR-00226,Sureda & Asociados S.L.U.,2025-08-12,90 días,2025-11-10,,12018.18,Pendiente
PP-002460,O-002460,PR-01461,Instalaciones del Sur S.L.N.E,2025-08-13,60 días,2025-10-12,2025-09-23,8803.8,Pagado
PP-002461,O-002461,PR-00859,Vaquero y Quiroga S.Coop.,2025-08-19,90 días,2025-11-17,2025-09-01,6558.0,Pagado
PP-002462,O-002462,PR-00810,Manufacturas Arranz y asociados S.L.U.,2025-08-24,60 días,2025-10-23,2025-09-08,2368.08,Pagado
PP-002463,O-002463,PR-00206,Grupo Bosch S.L.,2025-07-26,90 días,2025-10-24,2025-09-25,3263.89,Pagado
PP-002464,O-002464,PR-01491,Hermanos Andrés S.L.,2025-08-08,90 días,2025-11-06,,9130.12,Pendiente
PP-002465,O-002465,PR-00208,Consultoría del Mediterráneo S.A.,2025-07-25,90 días,2025-10-23,,4830.62,Pendiente
PP-002466,O-002466,PR-00208,Consultoría del Mediterráneo S.A.,2025-07-18,90 días,2025-10-16,2025-07-29,6736.86,Pagado
PP-002467,O-002467,PR-00857,Hnos Manzanares S.L.L.,2025-07-22,Contado,2025-07-22,,1946.19,Pendiente
PP-002468,O-002468,PR-01072,Verdugo & Asociados S.A.,2025-07-08,Contado,2025-07-08,,1448.4,Retrasado
PP-002469,O-002469,PR-01275,Sáez y asociados S.A.,2025-07-24,Contado,2025-07-24,2025-07-24,5877.3,Pagado
PP-002470,O-002470,PR-00222,Lamas & Asociados S.Coop.,2025-07-12,90 días,2025-10-10,2025-08-24,3058.8,Pagado
PP-002471,O-002471,PR-00223,Infraestructuras KR S.Com.,2025-08-13,60 días,2025-10-12,,2999.72,Pendiente
PP-002472,O-002472,PR-00223,Infraestructuras KR S.Com.,2025-07-14,60 días,2025-09-12,2025-09-07,6104.79,Pagado
PP-002473,O-002473,PR-01433,Supermercados Baró & Asociados S.A.D,2025-07-11,90 días,2025-10-09,2025-08-01,2444.94,Pagado
PP-002474,O-002474,PR-01346,Banco Puig & Asociados S.A.,2025-06-28,90 días,2025-09-26,,11006.59,Pendiente
PP-002475,O-002475,PR-00197,Instalaciones Internacionales S.A.,2025-08-12,90 días,2025-11-10,,2698.74,Pendiente
PP-002476,O-002476,PR-00198,Hotel Cáceres S.Com.,2025-08-16,90 días,2025-11-14,2025-10-21,3466.53,Pagado
PP-002477,O-002477,PR-00198,Hotel Cáceres S.Com.,2025-08-09,90 días,2025-11-07,,1830.66,Pendiente
PP-002478,O-002478,PR-00198,Hotel Cáceres S.Com.,2025-08-12,90 días,2025-11-10,,8820.6,Pendiente
PP-002479,O-002479,PR-00200,Hnos Bravo S.L.L.,2025-07-13,Contado,2025-07-13,,7448.55,Retrasado
PP-002480,O-002480,PR-00202,Chus Llopis Villa S.C.P,2025-07-16,30 días,2025-08-15,2025-07-28,2377.2,Pagado
PP-002481,O-002481,PR-01318,Natanael Egea Bustos S.L.,2025-07-11,60 días,2025-09-09,,6417.84,Pendiente
PP-002482,O-002482,PR-01267,Hnos Salgado S.A.T.,2025-07-24,30 días,2025-08-23,2025-08-21,3619.8,Pagado
PP-002483,O-002483,PR-00227,Manjón y asociados S.Com.,2025-08-03,60 días,2025-10-02,,5636.35,Pendiente
PP-002484,O-002484,PR-00228,Alimentación Borrás S.A.,2025-08-07,Contado,2025-08-07,2025-08-07,5935.8,Pagado
PP-002485,O-002485,PR-00228,Alimentación Borrás S.A.,2025-08-18,Contado,2025-08-18,2025-08-18,8256.88,Pagado
PP-002486,O-002486,PR-00771,Blanes y Macías S.L.,2025-07-25,90 días,2025-10-23,2025-10-04,2808.78,Pagado
PP-002487,O-002487,PR-01260,Pi y Manuel S.L.,2025-08-08,60 días,2025-10-07,,5899.68,Pendiente
PP-002488,O-002488,PR-01425,Rafaela Moya Soler S.Coop.,2025-08-19,90 días,2025-11-17,2025-11-13,4979.73,Pagado
PP-002489,O-002489,PR-01204,Farmaceútica Higueras y asociados S.A.,2025-08-17,60 días,2025-10-16,,9527.05,Pendiente
PP-002490,O-002490,PR-01160,Promociones del Mediterráneo S.L.L.,2025-07-04,Contado,2025-07-04,2025-07-04,2875.95,Pagado
PP-002491,O-002491,PR-00231,Abraham Alfonso Cid S.L.U.,2025-07-30,30 días,2025-08-29,,3503.36,Pendiente
PP-002492,O-002492,PR-00232,Manufacturas HFR S.Com.,2025-08-11,30 días,2025-09-10,,6877.26,Pendiente
PP-002493,O-002493,PR-00686,Inmobiliaria Blázquez y asociados S.Coop.,2025-08-09,60 días,2025-10-08,2025-09-19,1140.48,Pagado
PP-002494,O-002494,PR-00234,Comercializadora EU S.L.,2025-08-13,Contado,2025-08-13,,3671.04,Pendiente
PP-002495,O-002495,PR-00222,Lamas & Asociados S.Coop.,2025-07-02,90 días,2025-09-30,,1254.0,Pendiente
PP-002496,O-002496,PR-00222,Lamas & Asociados S.Coop.,2025-07-20,90 días,2025-10-18,2025-07-23,3042.65,Pagado
PP-002497,O-002497,PR-00974,Familia Escobar S.A.,2025-07-22,Contado,2025-07-22,2025-07-22,648.0,Pagado
PP-002498,O-002498,PR-01376,Melchor Linares Hernández S.A.,2025-07-09,90 días,2025-10-07,,3897.46,Pendiente
PP-002499,O-002499,PR-01346,Banco Puig & Asociados S.A.,2025-07-06,90 días,2025-10-04,2025-07-31,2542.58,Pagado
PP-002500,O-002500,PR-00199,Talleres del Noroeste S.A.,2025-07-10,90 días,2025-10-08,2025-07-24,3654.72,Pagado
PP-002501,O-002501,PR-00200,Hnos Bravo S.L.L.,2025-07-25,Contado,2025-07-25,2025-07-25,5238.31,Pagado
PP-002502,O-002502,PR-00227,Manjón y asociados S.Com.,2025-07-05,60 días,2025-09-03,,2854.78,Pendiente
PP-002503,O-002503,PR-00228,Alimentación Borrás S.A.,2025-07-26,Contado,2025-07-26,,7503.82,Pendiente
PP-002504,O-002504,PR-00795,Exposito y Izquierdo S.A.,2025-07-26,60 días,2025-09-24,2025-09-04,7341.67,Pagado
PP-002505,O-002505,PR-00771,Blanes y Macías S.L.,2025-06-30,90 días,2025-09-28,,14259.0,Pendiente
PP-002506,O-002506,PR-01058,Promociones Fabregat S.A.,2025-07-08,60 días,2025-09-06,2025-08-29,2942.8,Pagado
PP-002507,O-002507,PR-01027,Macías y asociados S.A.,2025-08-15,60 días,2025-10-14,,12591.67,Pendiente
PP-002508,O-002508,PR-00874,Tadeo Lago Mateos S.L.,2025-07-12,90 días,2025-10-10,,4349.28,Pendiente
PP-002509,O-002509,PR-00208,Consultoría del Mediterráneo S.A.,2025-07-24,90 días,2025-10-22,2025-10-01,5569.92,Pagado
PP-002510,O-002510,PR-00208,Consultoría del Mediterráneo S.A.,2025-07-13,90 días,2025-10-11,2025-09-28,5950.7,Pagado
PP-002511,O-002511,PR-00231,Abraham Alfonso Cid S.L.U.,2025-08-10,30 días,2025-09-09,,1719.48,Pendiente
PP-002512,O-002512,PR-00232,Manufacturas HFR S.Com.,2025-08-04,30 días,2025-09-03,2025-08-29,1811.52,Pagado
PP-002513,O-002513,PR-00686,Inmobiliaria Blázquez y asociados S.Coop.,2025-06-27,60 días,2025-08-26,,3684.6,Pendiente
PP-002514,O-002514,PR-00221,Hermanos Blanca S.A.,2025-07-07,90 días,2025-10-05,2025-09-01,854.4,Pagado
PP-002515,O-002515,PR-00222,Lamas & Asociados S.Coop.,2025-07-27,90 días,2025-10-25,2025-08-03,2244.8,Pagado
PP-002516,O-002516,PR-00223,Infraestructuras KR S.Com.,2025-07-29,60 días,2025-09-27,2025-08-19,6916.0,Pagado
PP-002517,O-002517,PR-00223,Infraestructuras KR S.Com.,2025-07-06,60 días,2025-09-04,2025-08-25,6224.97,Pagado
PP-002518,O-002518,PR-00878,Despacho Estévez S.Com.,2025-07-02,60 días,2025-08-31,2025-08-20,14692.0,Pagado
PP-002519,O-002519,PR-00195,Clara Gámez Peralta S.L.L.,2025-07-06,Contado,2025-07-06,2025-07-06,1918.41,Pagado
PP-002520,O-002520,PR-00196,Pelayo & Asociados S.L.,2025-08-08,30 días,2025-09-07,,3210.68,Pendiente
PP-002521,O-002521,PR-00198,Hotel Cáceres S.Com.,2025-08-23,90 días,2025-11-21,,1768.14,Pendiente
PP-002522,O-002522,PR-00200,Hnos Bravo S.L.L.,2025-07-06,Contado,2025-07-06,,6804.0,Pendiente
PP-002523,O-002523,PR-00200,Hnos Bravo S.L.L.,2025-08-21,Contado,2025-08-21,2025-08-21,4853.74,Pagado
PP-002524,O-002524,PR-00200,Hnos Bravo S.L.L.,2025-08-06,Contado,2025-08-06,2025-08-06,11400.48,Pagado
PP-002525,O-002525,PR-00201,Román Giner Alonso S.A.,2025-07-18,60 días,2025-09-16,2025-08-25,1660.14,Pagado
PP-002526,O-002526,PR-00737,Villalobos & Asociados S.L.,2025-07-29,90 días,2025-10-27,2025-08-25,1089.18,Pagado
PP-002527,O-002527,PR-00231,Abraham Alfonso Cid S.L.U.,2025-08-03,30 días,2025-09-02,,8010.36,Pendiente
PP-002528,O-002528,PR-00233,Alcaraz y asociados S.L.N.E,2025-07-22,90 días,2025-10-20,,4024.44,Pendiente
PP-002529,O-002529,PR-00234,Comercializadora EU S.L.,2025-08-22,Contado,2025-08-22,2025-08-22,1207.44,Pagado
PP-002530,O-002530,PR-00235,Hermanos Ureña S.A.U,2025-08-12,90 días,2025-11-10,,1468.6,Pendiente
PP-002531,O-002531,PR-01258,Manufacturas Sala & Asociados S.L.,2025-08-22,30 días,2025-09-21,,7643.22,Pendiente
PP-002532,O-002532,PR-01118,Inmobiliaria SNJ S.L.N.E,2025-07-04,90 días,2025-10-02,2025-09-04,7972.04,Pagado
PP-002533,O-002533,PR-01118,Inmobiliaria SNJ S.L.N.E,2025-06-30,90 días,2025-09-28,2025-08-31,7436.8,Pagado
PP-002534,O-002534,PR-00613,Araceli Luque Vilalta S.Com.,2025-06-26,90 días,2025-09-24,2025-09-20,917.28,Pagado
PP-002535,O-002535,PR-00202,Chus Llopis Villa S.C.P,2025-08-17,30 días,2025-09-16,2025-09-12,366.6,Pagado
PP-002536,O-002536,PR-00857,Hnos Manzanares S.L.L.,2025-08-15,Contado,2025-08-15,2025-08-15,3428.82,Pagado
PP-002537,O-002537,PR-00221,Hermanos Blanca S.A.,2025-07-24,90 días,2025-10-22,,3191.02,Pendiente
PP-002538,O-002538,PR-00221,Hermanos Blanca S.A.,2025-08-03,90 días,2025-11-01,2025-10-22,3193.65,Pagado
PP-002539,O-002539,PR-00221,Hermanos Blanca S.A.,2025-08-11,90 días,2025-11-09,,1698.12,Pendiente
PP-002540,O-002540,PR-00221,Hermanos Blanca S.A.,2025-07-21,90 días,2025-10-19,,3975.27,Pendiente
PP-002541,O-002541,PR-00224,Banco Bonilla y asociados S.L.,2025-08-18,Contado,2025-08-18,2025-08-18,6869.12,Pagado
PP-002542,O-002542,PR-00613,Araceli Luque Vilalta S.Com.,2025-08-19,90 días,2025-11-17,,1629.48,Pendiente
PP-002543,O-002543,PR-00198,Hotel Cáceres S.Com.,2025-07-07,90 días,2025-10-05,2025-09-24,372.75,Pagado
PP-002544,O-002544,PR-00198,Hotel Cáceres S.Com.,2025-08-15,90 días,2025-11-13,2025-10-30,2350.98,Pagado
PP-002545,O-002545,PR-00996,Fábrica Hernando & Asociados S.L.L.,2025-06-30,90 días,2025-09-28,,7927.56,Pendiente
PP-002546,O-002546,PR-01291,Remigio Gomis Mena S.Com.,2025-07-05,90 días,2025-10-03,2025-08-11,6142.56,Pagado
PP-002547,O-002547,PR-01298,Minería Barberá S.L.,2025-07-16,90 días,2025-10-14,,5144.0,Pendiente
PP-002548,O-002548,PR-00203,Silva y Estrada S.L.N.E,2025-07-10,60 días,2025-09-08,,5545.68,Pendiente
PP-002549,O-002549,PR-00203,Silva y Estrada S.L.N.E,2025-06-30,60 días,2025-08-29,2025-08-19,5165.25,Pagado
PP-002550,O-002550,PR-00857,Hnos Manzanares S.L.L.,2025-07-26,Contado,2025-07-26,2025-07-26,8027.5,Pagado
PP-002551,O-002551,PR-00234,Comercializadora EU S.L.,2025-07-04,Contado,2025-07-04,2025-07-04,1053.4,Pagado
PP-002552,O-002552,PR-01436,Comercial EW S.Coop.,2025-06-29,Contado,2025-06-29,2025-06-29,8787.15,Pagado
PP-002553,O-002553,PR-00930,Familia Fiol S.A.,2025-08-02,60 días,2025-10-01,,4802.35,Pendiente
PP-002554,O-002554,PR-00221,Hermanos Blanca S.A.,2025-07-31,90 días,2025-10-29,2025-08-23,3136.9,Pagado
PP-002555,O-002555,PR-01195,Supermercados PN S.A.,2025-08-19,60 días,2025-10-18,2025-08-31,8755.02,Pagado
PP-002556,O-002556,PR-01136,Fabregat y asociados S.A.,2025-07-23,30 días,2025-08-22,2025-07-24,7042.64,Pagado
PP-002557,O-002557,PR-00878,Despacho Estévez S.Com.,2025-07-03,60 días,2025-09-01,,5489.12,Pendiente
PP-002558,O-002558,PR-00196,Pelayo & Asociados S.L.,2025-07-10,30 días,2025-08-09,2025-08-05,11524.5,Pagado
PP-002559,O-002559,PR-01412,Plácido Juliá Barragán S.L.,2025-06-26,60 días,2025-08-25,,3468.6,Pendiente
PP-002560,O-002560,PR-01291,Remigio Gomis Mena S.Com.,2025-07-21,90 días,2025-10-19,2025-10-06,6232.24,Pagado
PP-002561,O-002561,PR-01298,Minería Barberá S.L.,2025-08-15,90 días,2025-11-13,,5593.28,Pendiente
PP-002562,O-002562,PR-00202,Chus Llopis Villa S.C.P,2025-07-31,30 días,2025-08-30,2025-08-09,4595.36,Pagado
PP-002563,O-002563,PR-00737,Villalobos & Asociados S.L.,2025-07-28,90 días,2025-10-26,,4624.38,Pendiente
PP-002564,O-002564,PR-00231,Abraham Alfonso Cid S.L.U.,2025-08-21,30 días,2025-09-20,,1814.92,Pendiente
PP-002565,O-002565,PR-00234,Comercializadora EU S.L.,2025-08-16,Contado,2025-08-16,2025-08-16,4298.97,Pagado
PP-002566,O-002566,PR-00221,Hermanos Blanca S.A.,2025-07-27,90 días,2025-10-25,,1220.34,Pendiente
PP-002567,O-002567,PR-00221,Hermanos Blanca S.A.,2025-08-16,90 días,2025-11-14,,9051.3,Pendiente
PP-002568,O-002568,PR-00222,Lamas & Asociados S.Coop.,2025-08-20,90 días,2025-11-18,2025-08-31,12489.0,Pagado
PP-002569,O-002569,PR-00222,Lamas & Asociados S.Coop.,2025-07-17,90 días,2025-10-15,2025-08-25,2028.52,Pagado
PP-002570,O-002570,PR-00223,Infraestructuras KR S.Com.,2025-08-13,60 días,2025-10-12,2025-10-08,6618.95,Pagado
PP-002571,O-002571,PR-00223,Infraestructuras KR S.Com.,2025-08-02,60 días,2025-10-01,,2597.76,Pendiente
PP-002572,O-002572,PR-00224,Banco Bonilla y asociados S.L.,2025-07-30,Contado,2025-07-30,,2181.52,Retrasado
PP-002573,O-002573,PR-01118,Inmobiliaria SNJ S.L.N.E,2025-07-20,90 días,2025-10-18,,3648.0,Pendiente
PP-002574,O-002574,PR-00983,Restauración Integrales S.L.N.E,2025-07-10,90 días,2025-10-08,,3064.38,Pendiente
PP-002575,O-002575,PR-00198,Hotel Cáceres S.Com.,2025-06-28,90 días,2025-09-26,2025-08-01,3893.89,Pagado
PP-002576,O-002576,PR-00198,Hotel Cáceres S.Com.,2025-07-28,90 días,2025-10-26,,2288.42,Pendiente
PP-002577,O-002577,PR-00198,Hotel Cáceres S.Com.,2025-08-18,90 días,2025-11-16,2025-10-11,11518.26,Pagado
PP-002578,O-002578,PR-00231,Abraham Alfonso Cid S.L.U.,2025-08-18,30 días,2025-09-17,,105.6,Pendiente
PP-002579,O-002579,PR-00857,Hnos Manzanares S.L.L.,2025-08-04,Contado,2025-08-04,2025-08-04,10878.0,Pagado
PP-002580,O-002580,PR-00232,Manufacturas HFR S.Com.,2025-07-02,30 días,2025-08-01,,7452.0,Retrasado
PP-002581,O-002581,PR-00930,Familia Fiol S.A.,2025-07-16,60 días,2025-09-14,,3204.24,Pendiente
PP-002582,O-002582,PR-00235,Hermanos Ureña S.A.U,2025-08-12,90 días,2025-11-10,,2519.37,Pendiente
PP-002583,O-002583,PR-00221,Hermanos Blanca S.A.,2025-07-22,90 días,2025-10-20,2025-07-31,7752.0,Pagado
PP-002584,O-002584,PR-00222,Lamas & Asociados S.Coop.,2025-07-28,90 días,2025-10-26,,12173.92,Pendiente
PP-002585,O-002585,PR-00222,Lamas & Asociados S.Coop.,2025-07-22,90 días,2025-10-20,,858.13,Pendiente
PP-002586,O-002586,PR-00224,Banco Bonilla y asociados S.L.,2025-08-17,Contado,2025-08-17,,3166.4,Retrasado
PP-002587,O-002587,PR-01136,Fabregat y asociados S.A.,2025-07-27,30 días,2025-08-26,,1184.8,Pendiente
PP-002588,O-002588,PR-01185,Hotel Ibérica S.A.,2025-08-19,Contado,2025-08-19,2025-08-19,1394.96,Pagado
PP-002589,O-002589,PR-00195,Clara Gámez Peralta S.L.L.,2025-07-29,Contado,2025-07-29,,7833.15,Retrasado
PP-002590,O-002590,PR-00613,Araceli Luque Vilalta S.Com.,2025-08-19,90 días,2025-11-17,,5542.08,Pendiente
PP-002591,O-002591,PR-00198,Hotel Cáceres S.Com.,2025-07-15,90 días,2025-10-13,,4295.25,Pendiente
PP-002592,O-002592,PR-01291,Remigio Gomis Mena S.Com.,2025-07-12,90 días,2025-10-10,,10853.0,Pendiente
PP-002593,O-002593,PR-00857,Hnos Manzanares S.L.L.,2025-07-24,Contado,2025-07-24,2025-07-24,4266.24,Pagado
PP-002594,O-002594,PR-00686,Inmobiliaria Blázquez y asociados S.Coop.,2025-07-13,60 días,2025-09-11,,3573.5,Pendiente
PP-002595,O-002595,PR-00930,Familia Fiol S.A.,2025-07-28,60 días,2025-09-26,2025-09-08,2833.37,Pagado
