entrega_id,venta_id,fecha_envio,fecha_entrega,estado,tipo_entrega,empresa_logistica,cumplimiento_72h
ET-01833,C-001833,,,Pendiente,Propia,,
ET-01834,C-001834,2025-08-11,,Enviado,Propia,,
ET-01836,C-001836,2025-07-22,,Enviado,Logística,MRW,
ET-01838,C-001838,2025-08-01,2025-08-04,Entregado,Propia,,Entregado a tiempo
ET-01841,C-001841,2025-07-02,,Enviado,Propia,,
ET-01843,C-001843,2025-08-13,,Enviado,Logística,UPS,
ET-01844,C-001844,,,Pendiente,Logística,Amazon Logistics,
ET-01845,C-001845,2025-08-29,2025-09-02,Entregado,Logística,SEUR,Retrasado
ET-01846,C-001846,2025-07-05,2025-07-05,Entregado,Propia,,Entregado a tiempo
ET-01852,C-001852,2025-08-24,2025-08-27,Entregado,Propia,,Entregado a tiempo
ET-01854,C-001854,2025-07-16,,Cancelado,Logística,Correos Express,
ET-01855,C-001855,2025-07-19,2025-07-20,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-01856,C-001856,2025-07-02,2025-07-06,Entregado,Logística,DHL,Retrasado
ET-01866,C-001866,2025-08-26,2025-08-30,Entregado,Logística,UPS,Retrasado
ET-01867,C-001867,2025-07-27,2025-07-27,Entregado,Propia,,Entregado a tiempo
ET-01869,C-001869,2025-07-21,,Cancelado,Propia,,
ET-01870,C-001870,2025-08-14,2025-08-16,Entregado,Logística,FedEx,Entregado a tiempo
ET-01871,C-001871,,,Pendiente,Logística,MRW,
ET-01872,C-001872,2025-06-26,2025-06-26,Entregado,Propia,,Entregado a tiempo
ET-01873,C-001873,2025-07-31,,Cancelado,Logística,DHL,
ET-01874,C-001874,2025-08-03,,Enviado,Logística,SEUR,
ET-01875,C-001875,2025-07-18,,Cancelado,Logística,DHL,
ET-01879,C-001879,2025-07-05,2025-07-06,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-01880,C-001880,2025-07-05,,Enviado,Logística,UPS,
ET-01882,C-001882,2025-07-10,,Enviado,Logística,SEUR,
ET-01883,C-001883,,,Pendiente,Logística,UPS,
ET-01884,C-001884,2025-07-22,2025-07-24,Entregado,Logística,FedEx,Entregado a tiempo
ET-01885,C-001885,2025-06-24,2025-06-28,Entregado,Logística,DHL,Retrasado
ET-01886,C-001886,2025-06-09,2025-06-10,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-01887,C-001887,2025-08-10,2025-08-11,Entregado,Propia,,Entregado a tiempo
ET-01888,C-001888,2025-07-23,2025-07-26,Entregado,Logística,UPS,Entregado a tiempo
ET-01889,C-001889,2025-06-10,2025-06-12,Entregado,Logística,UPS,Entregado a tiempo
ET-01890,C-001890,2025-08-28,,Enviado,Logística,Correos Express,
ET-01894,C-001894,2025-07-18,2025-07-18,Entregado,Propia,,Entregado a tiempo
ET-01896,C-001896,2025-08-08,,Enviado,Logística,UPS,
ET-01899,C-001899,2025-06-03,,Enviado,Propia,,
ET-01900,C-001900,2025-08-17,,Enviado,Propia,,
ET-01901,C-001901,2025-07-25,2025-07-25,Entregado,Propia,,Entregado a tiempo
ET-01903,C-001903,2025-07-21,,Enviado,Logística,DHL,
ET-01905,C-001905,2025-07-14,2025-07-15,Entregado,Logística,FedEx,Entregado a tiempo
ET-01906,C-001906,2025-06-04,2025-06-07,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-01909,C-001909,2025-07-08,,Enviado,Logística,SEUR,
ET-01911,C-001911,,,Pendiente,Logística,Amazon Logistics,
ET-01914,C-001914,2025-08-24,2025-08-26,Entregado,Propia,,Entregado a tiempo
ET-01917,C-001917,2025-07-06,2025-07-09,Entregado,Propia,,Entregado a tiempo
ET-01920,C-001920,2025-06-29,,Enviado,Logística,UPS,
ET-01923,C-001923,2025-07-11,2025-07-14,Entregado,Logística,SEUR,Entregado a tiempo
ET-01924,C-001924,2025-07-29,,Enviado,Logística,Correos Express,
ET-01928,C-001928,,,Pendiente,Logística,Correos Express,
ET-01929,C-001929,2025-08-29,,Enviado,Propia,,
ET-01931,C-001931,2025-08-02,,Enviado,Propia,,
ET-01932,C-001932,2025-07-22,2025-07-26,Entregado,Propia,,Retrasado
ET-01933,C-001933,2025-07-13,2025-07-14,Entregado,Logística,DHL,Entregado a tiempo
ET-01934,C-001934,2025-08-27,,Enviado,Propia,,
ET-01937,C-001937,2025-07-16,2025-07-20,Entregado,Logística,Correos Express,Retrasado
ET-01938,C-001938,2025-07-20,,Enviado,Propia,,
ET-01939,C-001939,2025-07-17,,Enviado,Logística,UPS,
ET-01941,C-001941,2025-06-28,2025-06-30,Entregado,Propia,,Entregado a tiempo
ET-01942,C-001942,2025-08-18,2025-08-22,Entregado,Logística,UPS,Retrasado
ET-01944,C-001944,2025-06-25,,Cancelado,Logística,UPS,
ET-01946,C-001946,2025-08-13,,Enviado,Logística,UPS,
ET-01947,C-001947,2025-06-07,,Enviado,Logística,Amazon Logistics,
ET-01948,C-001948,2025-07-27,2025-07-28,Entregado,Propia,,Entregado a tiempo
ET-01950,C-001950,2025-07-12,,Cancelado,Propia,,
ET-01951,C-001951,2025-08-29,2025-08-29,Entregado,Propia,,Entregado a tiempo
ET-01956,C-001956,,,Pendiente,Propia,,
ET-01957,C-001957,2025-08-01,2025-08-02,Entregado,Propia,,Entregado a tiempo
ET-01958,C-001958,2025-08-15,2025-08-15,Entregado,Logística,MRW,Entregado a tiempo
ET-01959,C-001959,2025-06-03,,Enviado,Propia,,
ET-01961,C-001961,2025-08-26,2025-08-29,Entregado,Propia,,Entregado a tiempo
ET-01963,C-001963,2025-06-07,2025-06-07,Entregado,Logística,SEUR,Entregado a tiempo
ET-01964,C-001964,2025-07-23,,Enviado,Propia,,
ET-01965,C-001965,2025-06-15,,Cancelado,Propia,,
ET-01966,C-001966,2025-06-24,2025-06-28,Entregado,Propia,,Retrasado
ET-01967,C-001967,2025-07-13,2025-07-16,Entregado,Propia,,Entregado a tiempo
ET-01968,C-001968,,,Pendiente,Propia,,
ET-01969,C-001969,2025-07-19,2025-07-19,Entregado,Propia,,Entregado a tiempo
ET-01970,C-001970,2025-06-24,,Enviado,Propia,,
ET-01971,C-001971,2025-06-10,2025-06-10,Entregado,Propia,,Entregado a tiempo
ET-01976,C-001976,2025-06-06,2025-06-08,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-01978,C-001978,,,Pendiente,Propia,,
ET-01980,C-001980,2025-08-26,,Enviado,Logística,FedEx,
ET-01981,C-001981,,,Pendiente,Propia,,
ET-01982,C-001982,2025-06-11,2025-06-13,Entregado,Logística,DHL,Entregado a tiempo
ET-01983,C-001983,2025-06-09,2025-06-13,Entregado,Logística,FedEx,Retrasado
ET-01985,C-001985,2025-07-27,,Enviado,Propia,,
ET-01987,C-001987,2025-06-12,,Enviado,Propia,,
ET-01988,C-001988,,,Pendiente,Propia,,
ET-01990,C-001990,2025-06-01,2025-06-01,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-01991,C-001991,2025-07-06,,Enviado,Logística,Correos Express,
ET-01993,C-001993,2025-08-21,2025-08-24,Entregado,Logística,SEUR,Entregado a tiempo
ET-01994,C-001994,2025-08-06,,Enviado,Propia,,
ET-01995,C-001995,2025-07-03,2025-07-06,Entregado,Propia,,Entregado a tiempo
ET-01997,C-001997,2025-07-16,2025-07-17,Entregado,Logística,FedEx,Entregado a tiempo
ET-01998,C-001998,2025-07-17,,Cancelado,Logística,MRW,
ET-01999,C-001999,2025-07-17,2025-07-21,Entregado,Logística,DHL,Retrasado
ET-02001,C-002001,2025-06-20,2025-06-22,Entregado,Propia,,Entregado a tiempo
ET-02003,C-002003,2025-06-03,2025-06-04,Entregado,Logística,UPS,Entregado a tiempo
ET-02005,C-002005,2025-06-14,2025-06-16,Entregado,Propia,,Entregado a tiempo
ET-02008,C-002008,2025-07-01,2025-07-05,Entregado,Logística,Correos Express,Retrasado
ET-02011,C-002011,2025-08-28,,Enviado,Propia,,
ET-02014,C-002014,2025-06-16,2025-06-20,Entregado,Logística,Correos Express,Retrasado
ET-02015,C-002015,2025-07-30,,Enviado,Logística,SEUR,
ET-02018,C-002018,2025-06-02,2025-06-04,Entregado,Propia,,Entregado a tiempo
ET-02019,C-002019,2025-07-31,2025-08-03,Entregado,Propia,,Entregado a tiempo
ET-02020,C-002020,2025-08-02,,Enviado,Logística,UPS,
ET-02021,C-002021,2025-07-29,,Enviado,Logística,Amazon Logistics,
ET-02023,C-002023,2025-06-30,,Enviado,Propia,,
ET-02025,C-002025,2025-08-27,2025-08-31,Entregado,Propia,,Retrasado
ET-02026,C-002026,2025-07-28,,Cancelado,Propia,,
ET-02027,C-002027,2025-08-07,2025-08-09,Entregado,Logística,FedEx,Entregado a tiempo
ET-02029,C-002029,,,Pendiente,Propia,,
ET-02036,C-002036,2025-07-23,,Cancelado,Propia,,
ET-02038,C-002038,2025-07-26,2025-07-30,Entregado,Logística,Correos Express,Retrasado
ET-02039,C-002039,2025-07-27,,Enviado,Propia,,
ET-02040,C-002040,2025-07-09,,Enviado,Propia,,
ET-02041,C-002041,2025-06-20,2025-06-24,Entregado,Logística,MRW,Retrasado
ET-02042,C-002042,2025-07-15,2025-07-15,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-02043,C-002043,2025-06-12,,Enviado,Propia,,
ET-02044,C-002044,2025-06-12,2025-06-16,Entregado,Logística,UPS,Retrasado
ET-02045,C-002045,2025-07-18,2025-07-19,Entregado,Propia,,Entregado a tiempo
ET-02046,C-002046,2025-07-28,,Enviado,Propia,,
ET-02049,C-002049,2025-06-05,2025-06-06,Entregado,Propia,,Entregado a tiempo
ET-02052,C-002052,2025-08-26,,Enviado,Logística,SEUR,
ET-02053,C-002053,2025-07-02,,Enviado,Propia,,
ET-02054,C-002054,2025-06-18,2025-06-20,Entregado,Logística,SEUR,Entregado a tiempo
ET-02058,C-002058,,,Pendiente,Logística,MRW,
ET-02059,C-002059,,,Pendiente,Propia,,
ET-02060,C-002060,2025-05-31,2025-06-04,Entregado,Logística,SEUR,Retrasado
ET-02063,C-002063,2025-06-17,2025-06-19,Entregado,Logística,FedEx,Entregado a tiempo
ET-02064,C-002064,2025-07-29,2025-07-31,Entregado,Propia,,Entregado a tiempo
ET-02065,C-002065,2025-07-07,,Enviado,Propia,,
ET-02069,C-002069,,,Pendiente,Logística,SEUR,
ET-02070,C-002070,,,Pendiente,Propia,,
ET-02072,C-002072,2025-06-26,,Enviado,Logística,MRW,
ET-02073,C-002073,2025-08-12,,Enviado,Logística,FedEx,
ET-02075,C-002075,2025-08-04,2025-08-08,Entregado,Logística,Amazon Logistics,Retrasado
ET-02076,C-002076,2025-06-01,2025-06-03,Entregado,Propia,,Entregado a tiempo
ET-02077,C-002077,2025-07-15,2025-07-15,Entregado,Propia,,Entregado a tiempo
ET-02078,C-002078,,,Pendiente,Propia,,
ET-02079,C-002079,2025-06-01,,Enviado,Logística,UPS,
ET-02080,C-002080,2025-07-27,2025-07-29,Entregado,Propia,,Entregado a tiempo
ET-02084,C-002084,2025-07-05,2025-07-07,Entregado,Propia,,Entregado a tiempo
ET-02085,C-002085,,,Pendiente,Propia,,
ET-02086,C-002086,2025-08-18,,Cancelado,Propia,,
ET-02087,C-002087,,,Pendiente,Propia,,
ET-02088,C-002088,2025-07-14,2025-07-17,Entregado,Logística,MRW,Entregado a tiempo
ET-02090,C-002090,2025-07-15,,Enviado,Propia,,
ET-02091,C-002091,2025-07-28,,Enviado,Logística,SEUR,
ET-02094,C-002094,2025-06-15,,Cancelado,Logística,SEUR,
ET-02096,C-002096,,,Pendiente,Propia,,
ET-02097,C-002097,2025-07-07,2025-07-07,Entregado,Propia,,Entregado a tiempo
ET-02099,C-002099,2025-06-17,2025-06-19,Entregado,Logística,Correos Express,Entregado a tiempo
ET-02100,C-002100,2025-06-30,2025-07-03,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-02101,C-002101,2025-06-18,,Cancelado,Logística,UPS,
ET-02106,C-002106,2025-08-23,2025-08-27,Entregado,Logística,UPS,Retrasado
ET-02108,C-002108,2025-06-26,2025-06-28,Entregado,Propia,,Entregado a tiempo
ET-02110,C-002110,2025-08-18,,Enviado,Propia,,
ET-02113,C-002113,2025-07-27,2025-07-28,Entregado,Logística,UPS,Entregado a tiempo
ET-02114,C-002114,2025-07-02,,Cancelado,Logística,FedEx,
ET-02119,C-002119,2025-07-18,,Enviado,Logística,MRW,
ET-02125,C-002125,,,Pendiente,Propia,,
ET-02128,C-002128,2025-06-28,2025-06-30,Entregado,Propia,,Entregado a tiempo
ET-02129,C-002129,2025-06-24,,Enviado,Propia,,
ET-02130,C-002130,2025-08-27,,Enviado,Logística,Correos Express,
ET-02131,C-002131,2025-08-01,,Enviado,Logística,MRW,
ET-02133,C-002133,2025-06-25,2025-06-26,Entregado,Propia,,Entregado a tiempo
ET-02135,C-002135,,,Pendiente,Propia,,
ET-02136,C-002136,2025-08-20,2025-08-21,Entregado,Logística,MRW,Entregado a tiempo
ET-02137,C-002137,2025-08-15,2025-08-17,Entregado,Logística,FedEx,Entregado a tiempo
ET-02139,C-002139,2025-06-11,,Enviado,Propia,,
ET-02140,C-002140,2025-07-23,2025-07-25,Entregado,Propia,,Entregado a tiempo
ET-02141,C-002141,2025-06-28,,Enviado,Propia,,
ET-02142,C-002142,,,Pendiente,Logística,Amazon Logistics,
ET-02143,C-002143,2025-07-03,2025-07-06,Entregado,Logística,FedEx,Entregado a tiempo
ET-02144,C-002144,2025-06-24,,Cancelado,Logística,MRW,
ET-02146,C-002146,,,Pendiente,Logística,SEUR,
ET-02147,C-002147,,,Pendiente,Logística,SEUR,
ET-02149,C-002149,2025-08-31,,Enviado,Propia,,
ET-02150,C-002150,2025-07-02,2025-07-04,Entregado,Propia,,Entregado a tiempo
ET-02151,C-002151,2025-06-10,,Enviado,Propia,,
ET-02152,C-002152,2025-06-28,2025-06-30,Entregado,Propia,,Entregado a tiempo
ET-02159,C-002159,2025-07-17,2025-07-20,Entregado,Propia,,Entregado a tiempo
ET-02160,C-002160,2025-08-12,2025-08-15,Entregado,Propia,,Entregado a tiempo
ET-02164,C-002164,2025-07-27,,Enviado,Logística,FedEx,
ET-02165,C-002165,,,Pendiente,Logística,Amazon Logistics,
ET-02166,C-002166,2025-07-03,,Enviado,Propia,,
ET-02167,C-002167,2025-07-30,,Enviado,Logística,SEUR,
ET-02168,C-002168,2025-07-30,,Cancelado,Propia,,
ET-02169,C-002169,2025-06-27,2025-07-01,Entregado,Propia,,Retrasado
ET-02170,C-002170,2025-06-22,2025-06-25,Entregado,Logística,Correos Express,Entregado a tiempo
ET-02171,C-002171,2025-05-31,,Enviado,Propia,,
ET-02175,C-002175,2025-06-22,2025-06-22,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-02180,C-002180,2025-07-13,2025-07-17,Entregado,Logística,Correos Express,Retrasado
ET-02183,C-002183,2025-07-30,2025-08-01,Entregado,Propia,,Entregado a tiempo
ET-02185,C-002185,2025-07-15,2025-07-19,Entregado,Logística,UPS,Retrasado
ET-02186,C-002186,2025-07-04,2025-07-08,Entregado,Logística,MRW,Retrasado
ET-02187,C-002187,2025-08-21,,Cancelado,Logística,SEUR,
ET-02189,C-002189,2025-08-05,2025-08-06,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-02191,C-002191,2025-08-04,2025-08-07,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-02192,C-002192,2025-07-11,2025-07-14,Entregado,Propia,,Entregado a tiempo
ET-02193,C-002193,2025-06-20,2025-06-23,Entregado,Logística,FedEx,Entregado a tiempo
ET-02194,C-002194,2025-06-06,2025-06-08,Entregado,Propia,,Entregado a tiempo
ET-02195,C-002195,2025-08-07,2025-08-10,Entregado,Logística,DHL,Entregado a tiempo
ET-02196,C-002196,2025-07-19,2025-07-19,Entregado,Propia,,Entregado a tiempo
ET-02197,C-002197,2025-06-22,2025-06-23,Entregado,Propia,,Entregado a tiempo
ET-02199,C-002199,2025-06-10,2025-06-10,Entregado,Propia,,Entregado a tiempo
ET-02202,C-002202,2025-08-24,,Cancelado,Logística,UPS,
ET-02206,C-002206,2025-07-03,,Enviado,Logística,Correos Express,
ET-02209,C-002209,2025-07-18,2025-07-18,Entregado,Propia,,Entregado a tiempo
ET-02212,C-002212,,,Pendiente,Logística,MRW,
ET-02213,C-002213,2025-06-07,,Enviado,Propia,,
ET-02214,C-002214,2025-06-18,2025-06-21,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-02215,C-002215,2025-08-08,2025-08-12,Entregado,Logística,Amazon Logistics,Retrasado
ET-02219,C-002219,2025-06-22,2025-06-23,Entregado,Logística,DHL,Entregado a tiempo
ET-02220,C-002220,2025-08-30,,Enviado,Propia,,
ET-02224,C-002224,2025-07-19,,Enviado,Propia,,
ET-02225,C-002225,2025-07-13,2025-07-16,Entregado,Propia,,Entregado a tiempo
ET-02226,C-002226,2025-07-18,2025-07-20,Entregado,Propia,,Entregado a tiempo
ET-02227,C-002227,2025-07-28,2025-08-01,Entregado,Logística,SEUR,Retrasado
ET-02228,C-002228,2025-07-29,,Enviado,Logística,DHL,
ET-02229,C-002229,2025-08-13,2025-08-14,Entregado,Logística,FedEx,Entregado a tiempo
ET-02230,C-002230,2025-08-17,,Enviado,Logística,Correos Express,
ET-02234,C-002234,2025-07-15,2025-07-19,Entregado,Propia,,Retrasado
ET-02236,C-002236,2025-06-14,2025-06-14,Entregado,Logística,UPS,Entregado a tiempo
ET-02238,C-002238,2025-08-26,2025-08-30,Entregado,Propia,,Retrasado
ET-02240,C-002240,2025-07-08,,Enviado,Logística,Amazon Logistics,
ET-02244,C-002244,2025-07-07,,Enviado,Logística,Amazon Logistics,
ET-02246,C-002246,2025-06-13,2025-06-14,Entregado,Logística,DHL,Entregado a tiempo
ET-02247,C-002247,2025-07-16,2025-07-16,Entregado,Logística,MRW,Entregado a tiempo
ET-02252,C-002252,2025-06-28,2025-07-02,Entregado,Propia,,Retrasado
ET-02254,C-002254,,,Pendiente,Logística,Amazon Logistics,
ET-02255,C-002255,2025-08-22,,Enviado,Logística,DHL,
ET-02257,C-002257,2025-08-06,,Enviado,Logística,UPS,
ET-02258,C-002258,2025-08-04,2025-08-08,Entregado,Logística,SEUR,Retrasado
ET-02259,C-002259,2025-07-02,2025-07-05,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-02261,C-002261,2025-08-27,,Cancelado,Propia,,
ET-02263,C-002263,2025-06-03,2025-06-04,Entregado,Propia,,Entregado a tiempo
ET-02264,C-002264,2025-06-30,,Enviado,Logística,MRW,
ET-02265,C-002265,,,Pendiente,Propia,,
ET-02266,C-002266,2025-06-05,,Cancelado,Logística,Amazon Logistics,
ET-02268,C-002268,2025-08-22,2025-08-25,Entregado,Propia,,Entregado a tiempo
ET-02270,C-002270,2025-08-18,2025-08-22,Entregado,Logística,DHL,Retrasado
ET-02271,C-002271,2025-08-18,2025-08-20,Entregado,Propia,,Entregado a tiempo
ET-02272,C-002272,2025-08-23,,Cancelado,Propia,,
ET-02273,C-002273,2025-07-01,,Enviado,Logística,DHL,
ET-02274,C-002274,2025-06-16,2025-06-18,Entregado,Logística,Correos Express,Entregado a tiempo
ET-02276,C-002276,2025-07-10,,Enviado,Logística,MRW,
ET-02277,C-002277,2025-06-09,2025-06-11,Entregado,Logística,FedEx,Entregado a tiempo
ET-02279,C-002279,2025-08-06,2025-08-06,Entregado,Propia,,Entregado a tiempo
ET-02280,C-002280,2025-07-07,2025-07-11,Entregado,Propia,,Retrasado
ET-02282,C-002282,2025-06-04,,Enviado,Logística,SEUR,
ET-02283,C-002283,2025-08-26,,Enviado,Logística,Amazon Logistics,
ET-02284,C-002284,2025-06-15,2025-06-15,Entregado,Logística,MRW,Entregado a tiempo
ET-02285,C-002285,2025-07-05,,Enviado,Propia,,
ET-02286,C-002286,2025-07-28,2025-07-28,Entregado,Logística,FedEx,Entregado a tiempo
ET-02287,C-002287,2025-08-07,2025-08-08,Entregado,Logística,SEUR,Entregado a tiempo
ET-02289,C-002289,2025-07-09,2025-07-10,Entregado,Logística,DHL,Entregado a tiempo
ET-02290,C-002290,2025-07-14,,Enviado,Logística,SEUR,
ET-02292,C-002292,2025-06-21,2025-06-23,Entregado,Logística,UPS,Entregado a tiempo
ET-02293,C-002293,2025-08-03,2025-08-03,Entregado,Logística,Correos Express,Entregado a tiempo
ET-02296,C-002296,2025-08-14,2025-08-14,Entregado,Logística,SEUR,Entregado a tiempo
ET-02298,C-002298,2025-06-16,,Cancelado,Propia,,
ET-02299,C-002299,2025-06-13,2025-06-16,Entregado,Propia,,Entregado a tiempo
ET-02300,C-002300,2025-07-01,2025-07-03,Entregado,Logística,MRW,Entregado a tiempo
ET-02301,C-002301,,,Pendiente,Propia,,
ET-02302,C-002302,,,Pendiente,Propia,,
ET-02303,C-002303,2025-08-25,2025-08-29,Entregado,Propia,,Retrasado
ET-02304,C-002304,2025-06-07,2025-06-10,Entregado,Logística,DHL,Entregado a tiempo
ET-02305,C-002305,2025-07-24,,Enviado,Logística,DHL,
ET-02306,C-002306,2025-08-16,,Enviado,Logística,SEUR,
ET-02307,C-002307,2025-06-15,,Enviado,Propia,,
ET-02310,C-002310,2025-08-26,,Enviado,Propia,,
ET-02311,C-002311,2025-06-26,2025-06-26,Entregado,Propia,,Entregado a tiempo
ET-02312,C-002312,,,Pendiente,Logística,Correos Express,
ET-02313,C-002313,2025-07-18,2025-07-20,Entregado,Logística,FedEx,Entregado a tiempo
ET-02315,C-002315,2025-06-22,,Enviado,Propia,,
ET-02316,C-002316,2025-08-21,,Enviado,Logística,MRW,
ET-02319,C-002319,2025-07-28,,Enviado,Propia,,
ET-02322,C-002322,2025-07-06,,Enviado,Propia,,
ET-02323,C-002323,,,Pendiente,Logística,UPS,
ET-02325,C-002325,2025-06-04,2025-06-08,Entregado,Logística,UPS,Retrasado
ET-02326,C-002326,2025-07-11,2025-07-15,Entregado,Propia,,Retrasado
ET-02327,C-002327,2025-07-09,2025-07-12,Entregado,Logística,UPS,Entregado a tiempo
ET-02328,C-002328,,,Pendiente,Propia,,
ET-02329,C-002329,2025-06-17,2025-06-21,Entregado,Logística,FedEx,Retrasado
ET-02331,C-002331,2025-08-13,2025-08-13,Entregado,Propia,,Entregado a tiempo
ET-02332,C-002332,2025-06-29,,Enviado,Propia,,
ET-02333,C-002333,2025-07-14,2025-07-16,Entregado,Propia,,Entregado a tiempo
ET-02334,C-002334,,,Pendiente,Logística,FedEx,
ET-02337,C-002337,2025-08-01,,Enviado,Propia,,
ET-02340,C-002340,2025-08-20,2025-08-24,Entregado,Propia,,Retrasado
ET-02341,C-002341,2025-08-21,2025-08-24,Entregado,Logística,UPS,Entregado a tiempo
ET-02342,C-002342,2025-08-08,2025-08-08,Entregado,Logística,DHL,Entregado a tiempo
ET-02343,C-002343,,,Pendiente,Logística,UPS,
ET-02346,C-002346,,,Pendiente,Propia,,
ET-02347,C-002347,2025-06-14,,Enviado,Logística,UPS,
ET-02348,C-002348,2025-08-27,,Enviado,Propia,,
ET-02349,C-002349,2025-08-19,2025-08-21,Entregado,Logística,MRW,Entregado a tiempo
ET-02350,C-002350,2025-07-03,2025-07-03,Entregado,Logística,DHL,Entregado a tiempo
ET-02352,C-002352,2025-08-11,,Enviado,Propia,,
ET-02355,C-002355,2025-06-27,2025-07-01,Entregado,Propia,,Retrasado
ET-02356,C-002356,2025-07-19,2025-07-22,Entregado,Logística,FedEx,Entregado a tiempo
ET-02357,C-002357,2025-07-07,2025-07-10,Entregado,Logística,DHL,Entregado a tiempo
ET-02358,C-002358,2025-07-10,2025-07-12,Entregado,Logística,UPS,Entregado a tiempo
ET-02359,C-002359,2025-06-27,,Enviado,Logística,DHL,
ET-02361,C-002361,2025-06-17,2025-06-20,Entregado,Propia,,Entregado a tiempo
ET-02362,C-002362,2025-07-10,2025-07-14,Entregado,Logística,SEUR,Retrasado
ET-02364,C-002364,2025-08-18,2025-08-19,Entregado,Logística,UPS,Entregado a tiempo
ET-02365,C-002365,2025-08-22,,Enviado,Propia,,
ET-02366,C-002366,2025-06-21,,Enviado,Propia,,
ET-02367,C-002367,2025-07-30,,Cancelado,Propia,,
ET-02368,C-002368,2025-08-26,,Enviado,Propia,,
ET-02370,C-002370,2025-07-29,2025-08-02,Entregado,Propia,,Retrasado
ET-02371,C-002371,2025-08-27,2025-08-28,Entregado,Propia,,Entregado a tiempo
ET-02372,C-002372,2025-07-13,2025-07-17,Entregado,Logística,MRW,Retrasado
ET-02374,C-002374,2025-07-04,2025-07-04,Entregado,Logística,DHL,Entregado a tiempo
ET-02377,C-002377,2025-08-20,,Enviado,Logística,Correos Express,
ET-02378,C-002378,2025-07-14,2025-07-17,Entregado,Propia,,Entregado a tiempo
ET-02379,C-002379,2025-08-24,2025-08-26,Entregado,Logística,DHL,Entregado a tiempo
ET-02381,C-002381,2025-07-11,2025-07-12,Entregado,Logística,SEUR,Entregado a tiempo
ET-02383,C-002383,2025-07-15,,Enviado,Propia,,
ET-02384,C-002384,2025-08-15,,Enviado,Logística,Correos Express,
