pago_id,order_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-001241,O-001241,PR-00127,Navarro y Sierra A.C.,2025-08-09,90 días,2025-11-07,2025-09-14,7589.3,Pagado
PP-001242,O-001242,PR-01159,Corporacin Arredondo y Pabón,2025-07-25,30 días,2025-08-24,2025-08-06,9016.41,Pagado
PP-001243,O-001243,PR-01444,Industrias Solís-Meléndez,2025-07-11,60 días,2025-09-09,2025-08-16,8692.8,Pagado
PP-001244,O-001244,PR-00101,Alonso e Hijos,2025-07-30,60 días,2025-09-28,,7472.01,Pendiente
PP-001245,O-001245,PR-00809,Gaytán-Carbajal S.A. de C.V.,2025-07-20,90 días,2025-10-18,,1568.8,Pendiente
PP-001246,O-001246,PR-00766,Madrigal-Cervantes,2025-07-19,Contado,2025-07-19,,1819.76,Retrasado
PP-001247,O-001247,PR-00766,Madrigal-Cervantes,2025-07-29,Contado,2025-07-29,,3810.6,Retrasado
PP-001248,O-001248,PR-00766,Madrigal-Cervantes,2025-08-19,Contado,2025-08-19,2025-08-19,3536.17,Pagado
PP-001249,O-001249,PR-00106,Corporacin Villalobos-Saldaña,2025-07-06,Contado,2025-07-06,2025-07-06,1406.3,Pagado
PP-001250,O-001250,PR-01249,Muñoz-Gollum,2025-07-16,90 días,2025-10-14,2025-09-21,8694.3,Pagado
PP-001251,O-001251,PR-00881,"Mota, Delgadillo y Aguilera",2025-07-28,60 días,2025-09-26,,1728.0,Pendiente
PP-001252,O-001252,PR-00717,"Luna, Montoya y Granado",2025-06-28,60 días,2025-08-27,,4253.2,Pendiente
PP-001253,O-001253,PR-00136,Vásquez A.C.,2025-06-30,Contado,2025-06-30,2025-06-30,9957.32,Pagado
PP-001254,O-001254,PR-01138,Aguirre y Ornelas e Hijos,2025-06-28,60 días,2025-08-27,,3164.64,Pendiente
PP-001255,O-001255,PR-01138,Aguirre y Ornelas e Hijos,2025-08-15,60 días,2025-10-14,2025-08-16,11307.09,Pagado
PP-001256,O-001256,PR-01137,Sierra e Hijos,2025-08-04,60 días,2025-10-03,2025-08-16,2155.69,Pagado
PP-001257,O-001257,PR-01218,"Club Alba, Zamora y Briones",2025-08-02,30 días,2025-09-01,,1794.0,Pendiente
PP-001258,O-001258,PR-01341,Villagómez y Madera S.C.,2025-07-04,90 días,2025-10-02,2025-07-09,7524.35,Pagado
PP-001259,O-001259,PR-00829,Salas-Posada S. R.L. de C.V.,2025-07-18,90 días,2025-10-16,2025-08-17,4102.01,Pagado
PP-001260,O-001260,PR-00829,Salas-Posada S. R.L. de C.V.,2025-07-11,90 días,2025-10-09,2025-08-28,6235.6,Pagado
PP-001261,O-001261,PR-01101,Mena y Ontiveros y Asociados,2025-07-20,90 días,2025-10-18,,1511.64,Pendiente
PP-001262,O-001262,PR-01200,Rubio-Aponte y Asociados,2025-06-24,Contado,2025-06-24,2025-06-24,5402.0,Pagado
PP-001263,O-001263,PR-00889,Club Duarte-Olmos,2025-07-24,30 días,2025-08-23,2025-07-28,2289.6,Pagado
PP-001264,O-001264,PR-00127,Navarro y Sierra A.C.,2025-08-09,90 días,2025-11-07,,605.28,Pendiente
PP-001265,O-001265,PR-01444,Industrias Solís-Meléndez,2025-07-17,60 días,2025-09-15,,4086.4,Pendiente
PP-001266,O-001266,PR-01444,Industrias Solís-Meléndez,2025-07-25,60 días,2025-09-23,,6209.08,Pendiente
PP-001267,O-001267,PR-00795,Perales-Salas S. R.L. de C.V.,2025-07-16,90 días,2025-10-14,2025-07-18,1655.54,Pagado
PP-001268,O-001268,PR-00131,Parra-Vázquez A.C.,2025-07-23,Contado,2025-07-23,,4937.1,Pendiente
PP-001269,O-001269,PR-00131,Parra-Vázquez A.C.,2025-07-01,Contado,2025-07-01,2025-07-01,1416.0,Pagado
PP-001270,O-001270,PR-01261,Anguiano S.C.,2025-07-01,60 días,2025-08-30,2025-07-05,3604.0,Pagado
PP-001271,O-001271,PR-00101,Alonso e Hijos,2025-07-18,60 días,2025-09-16,2025-09-02,2252.34,Pagado
PP-001272,O-001272,PR-00101,Alonso e Hijos,2025-06-30,60 días,2025-08-29,2025-07-29,8342.33,Pagado
PP-001273,O-001273,PR-01314,Proyectos Dueñas y Magaña,2025-07-02,30 días,2025-08-01,,524.88,Retrasado
PP-001274,O-001274,PR-00133,Cavazos S.A.,2025-07-09,60 días,2025-09-07,,4693.83,Pendiente
PP-001275,O-001275,PR-00883,Posada y Salcedo S.A.,2025-08-05,60 días,2025-10-04,,2829.14,Pendiente
PP-001276,O-001276,PR-00717,"Luna, Montoya y Granado",2025-06-24,60 días,2025-08-23,2025-08-19,3289.43,Pagado
PP-001277,O-001277,PR-00136,Vásquez A.C.,2025-08-10,Contado,2025-08-10,2025-08-10,8367.24,Pagado
PP-001278,O-001278,PR-01207,Laboratorios Sanabria-Negrete,2025-08-14,60 días,2025-10-13,,2879.76,Pendiente
PP-001279,O-001279,PR-00111,Preciado y Abreu y Asociados,2025-07-08,90 días,2025-10-06,2025-09-21,1260.72,Pagado
PP-001280,O-001280,PR-00112,"Despacho Irizarry, Flórez y Valentín",2025-07-05,60 días,2025-09-03,,7284.06,Pendiente
PP-001281,O-001281,PR-00114,"Sosa, Ocasio y Barela",2025-08-12,60 días,2025-10-11,,3721.5,Pendiente
PP-001282,O-001282,PR-00114,"Sosa, Ocasio y Barela",2025-08-21,60 días,2025-10-20,,4070.25,Pendiente
PP-001283,O-001283,PR-00829,Salas-Posada S. R.L. de C.V.,2025-07-14,90 días,2025-10-12,,10140.48,Pendiente
PP-001284,O-001284,PR-00141,Rascón y Grijalva S. R.L. de C.V.,2025-08-12,30 días,2025-09-11,,9332.7,Pendiente
PP-001285,O-001285,PR-00795,Perales-Salas S. R.L. de C.V.,2025-08-16,90 días,2025-11-14,2025-10-19,10243.2,Pagado
PP-001286,O-001286,PR-00131,Parra-Vázquez A.C.,2025-08-13,Contado,2025-08-13,2025-08-13,531.12,Pagado
PP-001287,O-001287,PR-01261,Anguiano S.C.,2025-06-28,60 días,2025-08-27,2025-07-13,5634.59,Pagado
PP-001288,O-001288,PR-00101,Alonso e Hijos,2025-08-09,60 días,2025-10-08,2025-08-20,1713.9,Pagado
PP-001289,O-001289,PR-00102,"Esquibel, Posada y Naranjo",2025-08-08,30 días,2025-09-07,2025-09-04,8177.22,Pagado
PP-001290,O-001290,PR-00877,Otero y Jaimes S.A. de C.V.,2025-08-01,90 días,2025-10-30,2025-08-16,3886.43,Pagado
PP-001291,O-001291,PR-00766,Madrigal-Cervantes,2025-07-20,Contado,2025-07-20,2025-07-20,1762.6,Pagado
PP-001292,O-001292,PR-00107,Pantoja-Farías,2025-07-11,90 días,2025-10-09,2025-09-13,4350.54,Pagado
PP-001293,O-001293,PR-00107,Pantoja-Farías,2025-08-04,90 días,2025-11-02,2025-09-05,6063.49,Pagado
PP-001294,O-001294,PR-01314,Proyectos Dueñas y Magaña,2025-08-19,30 días,2025-09-18,,2121.9,Pendiente
PP-001295,O-001295,PR-00108,"Club Villareal, Lozano y Alonso",2025-07-29,60 días,2025-09-27,,172.14,Pendiente
PP-001296,O-001296,PR-00133,Cavazos S.A.,2025-06-29,60 días,2025-08-28,,3624.25,Pendiente
PP-001297,O-001297,PR-00881,"Mota, Delgadillo y Aguilera",2025-06-25,60 días,2025-08-24,2025-08-15,7488.04,Pagado
PP-001298,O-001298,PR-01218,"Club Alba, Zamora y Briones",2025-07-17,30 días,2025-08-16,2025-07-26,12654.95,Pagado
PP-001299,O-001299,PR-00114,"Sosa, Ocasio y Barela",2025-08-08,60 días,2025-10-07,,1683.36,Pendiente
PP-001300,O-001300,PR-01341,Villagómez y Madera S.C.,2025-07-09,90 días,2025-10-07,2025-08-30,505.6,Pagado
PP-001301,O-001301,PR-00829,Salas-Posada S. R.L. de C.V.,2025-07-16,90 días,2025-10-14,,3336.2,Pendiente
PP-001302,O-001302,PR-00138,Proyectos López-Baca,2025-07-20,Contado,2025-07-20,2025-07-20,1589.04,Pagado
PP-001303,O-001303,PR-01321,Valles y Asociados,2025-07-24,90 días,2025-10-22,,3371.8,Pendiente
PP-001304,O-001304,PR-01159,Corporacin Arredondo y Pabón,2025-08-02,30 días,2025-09-01,,2405.13,Pendiente
PP-001305,O-001305,PR-00794,Club Vaca y Saavedra,2025-08-04,90 días,2025-11-02,,6451.25,Pendiente
PP-001306,O-001306,PR-00795,Perales-Salas S. R.L. de C.V.,2025-07-10,90 días,2025-10-08,2025-07-14,372.45,Pagado
PP-001307,O-001307,PR-00795,Perales-Salas S. R.L. de C.V.,2025-08-17,90 días,2025-11-15,2025-08-24,1124.55,Pagado
PP-001308,O-001308,PR-00102,"Esquibel, Posada y Naranjo",2025-07-12,30 días,2025-08-11,,1932.12,Retrasado
PP-001309,O-001309,PR-00102,"Esquibel, Posada y Naranjo",2025-08-02,30 días,2025-09-01,,693.5,Pendiente
PP-001310,O-001310,PR-00102,"Esquibel, Posada y Naranjo",2025-06-28,30 días,2025-07-28,,1544.88,Pendiente
PP-001311,O-001311,PR-00102,"Esquibel, Posada y Naranjo",2025-07-16,30 días,2025-08-15,,3401.7,Retrasado
PP-001312,O-001312,PR-00877,Otero y Jaimes S.A. de C.V.,2025-08-16,90 días,2025-11-14,,746.88,Pendiente
PP-001313,O-001313,PR-00105,Grupo Grijalva y Sosa,2025-08-19,90 días,2025-11-17,2025-11-04,2815.36,Pagado
PP-001314,O-001314,PR-01347,Corporacin Alarcón-Arreola,2025-08-05,60 días,2025-10-04,2025-09-29,2671.4,Pagado
PP-001315,O-001315,PR-01314,Proyectos Dueñas y Magaña,2025-08-08,30 días,2025-09-07,2025-08-27,4855.2,Pagado
PP-001316,O-001316,PR-00132,Márquez-Salinas S.A.,2025-08-12,30 días,2025-09-11,,7007.84,Pendiente
PP-001317,O-001317,PR-01283,"Corporacin Salinas, Iglesias y Lovato",2025-08-09,90 días,2025-11-07,,3241.26,Pendiente
PP-001318,O-001318,PR-00136,Vásquez A.C.,2025-08-21,Contado,2025-08-21,2025-08-21,3394.34,Pagado
PP-001319,O-001319,PR-01167,Villalobos-Soria y Asociados,2025-07-24,30 días,2025-08-23,2025-08-12,1890.54,Pagado
PP-001320,O-001320,PR-01167,Villalobos-Soria y Asociados,2025-07-01,30 días,2025-07-31,2025-07-22,3690.06,Pagado
PP-001321,O-001321,PR-00138,Proyectos López-Baca,2025-06-23,Contado,2025-06-23,2025-06-23,12679.2,Pagado
PP-001322,O-001322,PR-01101,Mena y Ontiveros y Asociados,2025-07-13,90 días,2025-10-11,2025-07-25,3290.56,Pagado
PP-001323,O-001323,PR-00139,Vargas-Montenegro A.C.,2025-06-28,90 días,2025-09-26,,2533.15,Pendiente
PP-001324,O-001324,PR-00140,Proyectos Rosales-Páez,2025-06-27,Contado,2025-06-27,2025-06-27,667.35,Pagado
PP-001325,O-001325,PR-00127,Navarro y Sierra A.C.,2025-08-07,90 días,2025-11-05,2025-10-12,3603.42,Pagado
PP-001326,O-001326,PR-01321,Valles y Asociados,2025-06-29,90 días,2025-09-27,,424.8,Pendiente
PP-001327,O-001327,PR-01036,Navarrete S.C.,2025-07-01,60 días,2025-08-30,2025-07-21,3607.1,Pagado
PP-001328,O-001328,PR-00131,Parra-Vázquez A.C.,2025-06-27,Contado,2025-06-27,2025-06-27,4875.64,Pagado
PP-001329,O-001329,PR-00102,"Esquibel, Posada y Naranjo",2025-07-09,30 días,2025-08-08,,1828.32,Retrasado
PP-001330,O-001330,PR-00809,Gaytán-Carbajal S.A. de C.V.,2025-08-04,90 días,2025-11-02,,1512.84,Pendiente
PP-001331,O-001331,PR-00809,Gaytán-Carbajal S.A. de C.V.,2025-07-12,90 días,2025-10-10,,3531.92,Pendiente
PP-001332,O-001332,PR-00809,Gaytán-Carbajal S.A. de C.V.,2025-07-11,90 días,2025-10-09,,7688.88,Pendiente
PP-001333,O-001333,PR-00877,Otero y Jaimes S.A. de C.V.,2025-07-06,90 días,2025-10-04,,5296.98,Pendiente
PP-001334,O-001334,PR-00105,Grupo Grijalva y Sosa,2025-07-07,90 días,2025-10-05,2025-08-07,10553.64,Pagado
PP-001335,O-001335,PR-01249,Muñoz-Gollum,2025-08-16,90 días,2025-11-14,2025-10-16,2978.25,Pagado
PP-001336,O-001336,PR-00107,Pantoja-Farías,2025-08-03,90 días,2025-11-01,,3702.6,Pendiente
PP-001337,O-001337,PR-00108,"Club Villareal, Lozano y Alonso",2025-07-17,60 días,2025-09-15,,1290.8,Pendiente
PP-001338,O-001338,PR-00109,Corporacin Pulido y Molina,2025-07-04,90 días,2025-10-02,2025-08-21,6791.67,Pagado
PP-001339,O-001339,PR-01283,"Corporacin Salinas, Iglesias y Lovato",2025-07-06,90 días,2025-10-04,,8974.65,Pendiente
PP-001340,O-001340,PR-00133,Cavazos S.A.,2025-08-02,60 días,2025-10-01,2025-08-28,3472.68,Pagado
PP-001341,O-001341,PR-00134,Valladares y Alcala S.A.,2025-08-10,90 días,2025-11-08,2025-08-11,7082.4,Pagado
PP-001342,O-001342,PR-00717,"Luna, Montoya y Granado",2025-07-24,60 días,2025-09-22,2025-08-04,2232.96,Pagado
PP-001343,O-001343,PR-00111,Preciado y Abreu y Asociados,2025-07-12,90 días,2025-10-10,2025-09-06,6009.85,Pagado
PP-001344,O-001344,PR-00112,"Despacho Irizarry, Flórez y Valentín",2025-07-10,60 días,2025-09-08,,2547.94,Pendiente
PP-001345,O-001345,PR-00137,Club Ornelas y Pérez,2025-07-17,Contado,2025-07-17,2025-07-17,1868.5,Pagado
PP-001346,O-001346,PR-01101,Mena y Ontiveros y Asociados,2025-07-03,90 días,2025-10-01,2025-09-20,9346.44,Pagado
PP-001347,O-001347,PR-01101,Mena y Ontiveros y Asociados,2025-07-17,90 días,2025-10-15,,4572.47,Pendiente
PP-001348,O-001348,PR-00139,Vargas-Montenegro A.C.,2025-06-29,90 días,2025-09-27,2025-09-09,3577.86,Pagado
PP-001349,O-001349,PR-00139,Vargas-Montenegro A.C.,2025-08-14,90 días,2025-11-12,2025-10-17,1906.35,Pagado
PP-001350,O-001350,PR-00140,Proyectos Rosales-Páez,2025-08-12,Contado,2025-08-12,2025-08-12,3530.94,Pagado
PP-001351,O-001351,PR-00127,Navarro y Sierra A.C.,2025-07-04,90 días,2025-10-02,,7335.84,Pendiente
PP-001352,O-001352,PR-01036,Navarrete S.C.,2025-07-13,60 días,2025-09-11,2025-08-06,1935.75,Pagado
PP-001353,O-001353,PR-00129,Espinosa-Delgadillo,2025-07-29,90 días,2025-10-27,,2115.18,Pendiente
PP-001354,O-001354,PR-00130,"Anaya, Toledo y Aparicio",2025-07-12,60 días,2025-09-10,2025-08-18,2941.68,Pagado
PP-001355,O-001355,PR-00732,Razo y Ortiz S.A. de C.V.,2025-08-20,30 días,2025-09-19,2025-09-08,4424.16,Pagado
PP-001356,O-001356,PR-00131,Parra-Vázquez A.C.,2025-08-02,Contado,2025-08-02,2025-08-02,7491.33,Pagado
PP-001357,O-001357,PR-00100,Industrias Prado y Villalobos,2025-08-17,60 días,2025-10-16,2025-09-11,1325.8,Pagado
PP-001358,O-001358,PR-00102,"Esquibel, Posada y Naranjo",2025-08-18,30 días,2025-09-17,2025-09-14,8098.65,Pagado
PP-001359,O-001359,PR-00102,"Esquibel, Posada y Naranjo",2025-08-12,30 días,2025-09-11,,2216.74,Pendiente
PP-001360,O-001360,PR-00104,"Proyectos Abreu, Ordóñez y de Anda",2025-08-18,90 días,2025-11-16,2025-11-08,1841.4,Pagado
PP-001361,O-001361,PR-00106,Corporacin Villalobos-Saldaña,2025-06-28,Contado,2025-06-28,,2882.3,Pendiente
PP-001362,O-001362,PR-01101,Mena y Ontiveros y Asociados,2025-07-19,90 días,2025-10-17,2025-08-04,5327.7,Pagado
PP-001363,O-001363,PR-00140,Proyectos Rosales-Páez,2025-08-14,Contado,2025-08-14,2025-08-14,6143.98,Pagado
PP-001364,O-001364,PR-00127,Navarro y Sierra A.C.,2025-08-12,90 días,2025-11-10,2025-09-29,10038.0,Pagado
PP-001365,O-001365,PR-00127,Navarro y Sierra A.C.,2025-08-02,90 días,2025-10-31,2025-09-14,2597.18,Pagado
PP-001366,O-001366,PR-00129,Espinosa-Delgadillo,2025-07-26,90 días,2025-10-24,,3100.68,Pendiente
PP-001367,O-001367,PR-00795,Perales-Salas S. R.L. de C.V.,2025-06-28,90 días,2025-09-26,,2348.32,Pendiente
PP-001368,O-001368,PR-00100,Industrias Prado y Villalobos,2025-07-01,60 días,2025-08-30,2025-07-23,13043.25,Pagado
PP-001369,O-001369,PR-00101,Alonso e Hijos,2025-07-28,60 días,2025-09-26,2025-08-16,6448.05,Pagado
PP-001370,O-001370,PR-00102,"Esquibel, Posada y Naranjo",2025-07-05,30 días,2025-08-04,2025-07-31,338.07,Pagado
PP-001371,O-001371,PR-00103,"Proyectos Escobar, Salas y Salas",2025-08-19,60 días,2025-10-18,2025-08-21,1482.25,Pagado
PP-001372,O-001372,PR-00104,"Proyectos Abreu, Ordóñez y de Anda",2025-08-21,90 días,2025-11-19,2025-09-25,7441.98,Pagado
PP-001373,O-001373,PR-00105,Grupo Grijalva y Sosa,2025-06-26,90 días,2025-09-24,2025-07-28,1779.33,Pagado
PP-001374,O-001374,PR-00766,Madrigal-Cervantes,2025-08-09,Contado,2025-08-09,2025-08-09,4215.68,Pagado
PP-001375,O-001375,PR-00766,Madrigal-Cervantes,2025-07-30,Contado,2025-07-30,2025-07-30,462.16,Pagado
PP-001376,O-001376,PR-00106,Corporacin Villalobos-Saldaña,2025-07-18,Contado,2025-07-18,2025-07-18,2494.0,Pagado
PP-001377,O-001377,PR-00138,Proyectos López-Baca,2025-07-24,Contado,2025-07-24,,5709.88,Retrasado
PP-001378,O-001378,PR-01101,Mena y Ontiveros y Asociados,2025-08-19,90 días,2025-11-17,2025-11-07,2868.21,Pagado
PP-001379,O-001379,PR-00139,Vargas-Montenegro A.C.,2025-07-22,90 días,2025-10-20,2025-09-23,8167.4,Pagado
PP-001380,O-001380,PR-00732,Razo y Ortiz S.A. de C.V.,2025-07-03,30 días,2025-08-02,2025-07-29,1260.35,Pagado
PP-001381,O-001381,PR-00131,Parra-Vázquez A.C.,2025-07-28,Contado,2025-07-28,2025-07-28,2632.0,Pagado
PP-001382,O-001382,PR-01261,Anguiano S.C.,2025-06-30,60 días,2025-08-29,2025-08-03,11172.72,Pagado
PP-001383,O-001383,PR-01261,Anguiano S.C.,2025-07-04,60 días,2025-09-02,,693.63,Pendiente
PP-001384,O-001384,PR-00102,"Esquibel, Posada y Naranjo",2025-08-01,30 días,2025-08-31,2025-08-29,5061.23,Pagado
PP-001385,O-001385,PR-00877,Otero y Jaimes S.A. de C.V.,2025-07-11,90 días,2025-10-09,2025-09-21,395.12,Pagado
PP-001386,O-001386,PR-01199,Murillo y Zamudio e Hijos,2025-07-24,60 días,2025-09-22,2025-07-29,7425.96,Pagado
PP-001387,O-001387,PR-01199,Murillo y Zamudio e Hijos,2025-08-13,60 días,2025-10-12,2025-08-25,2949.52,Pagado
PP-001388,O-001388,PR-01199,Murillo y Zamudio e Hijos,2025-07-15,60 días,2025-09-13,,9662.17,Pendiente
PP-001389,O-001389,PR-00108,"Club Villareal, Lozano y Alonso",2025-07-18,60 días,2025-09-16,2025-08-01,1805.7,Pagado
PP-001390,O-001390,PR-01314,Proyectos Dueñas y Magaña,2025-06-24,30 días,2025-07-24,,1833.28,Pendiente
PP-001391,O-001391,PR-00139,Vargas-Montenegro A.C.,2025-07-08,90 días,2025-10-06,,4378.36,Pendiente
PP-001392,O-001392,PR-00127,Navarro y Sierra A.C.,2025-07-22,90 días,2025-10-20,2025-10-10,2477.97,Pagado
PP-001393,O-001393,PR-01321,Valles y Asociados,2025-08-05,90 días,2025-11-03,2025-09-10,2789.15,Pagado
PP-001394,O-001394,PR-01036,Navarrete S.C.,2025-07-17,60 días,2025-09-15,,4961.6,Pendiente
PP-001395,O-001395,PR-00794,Club Vaca y Saavedra,2025-07-25,90 días,2025-10-23,2025-09-25,6411.6,Pagado
PP-001396,O-001396,PR-00130,"Anaya, Toledo y Aparicio",2025-08-04,60 días,2025-10-03,,814.2,Pendiente
PP-001397,O-001397,PR-00795,Perales-Salas S. R.L. de C.V.,2025-08-08,90 días,2025-11-06,2025-11-03,2490.52,Pagado
PP-001398,O-001398,PR-00100,Industrias Prado y Villalobos,2025-08-08,60 días,2025-10-07,,5308.22,Pendiente
PP-001399,O-001399,PR-00101,Alonso e Hijos,2025-07-26,60 días,2025-09-24,,3876.12,Pendiente
PP-001400,O-001400,PR-00102,"Esquibel, Posada y Naranjo",2025-08-01,30 días,2025-08-31,2025-08-01,1941.12,Pagado
PP-001401,O-001401,PR-00104,"Proyectos Abreu, Ordóñez y de Anda",2025-07-26,90 días,2025-10-24,,1725.31,Pendiente
PP-001402,O-001402,PR-00106,Corporacin Villalobos-Saldaña,2025-07-08,Contado,2025-07-08,2025-07-08,8921.45,Pagado
PP-001403,O-001403,PR-00106,Corporacin Villalobos-Saldaña,2025-08-01,Contado,2025-08-01,2025-08-01,6232.42,Pagado
PP-001404,O-001404,PR-00627,Narváez y Asociados,2025-06-24,Contado,2025-06-24,,4362.4,Retrasado
PP-001405,O-001405,PR-00829,Salas-Posada S. R.L. de C.V.,2025-07-02,90 días,2025-09-30,,3127.4,Pendiente
PP-001406,O-001406,PR-00138,Proyectos López-Baca,2025-07-22,Contado,2025-07-22,,3634.47,Retrasado
PP-001407,O-001407,PR-00139,Vargas-Montenegro A.C.,2025-07-02,90 días,2025-09-30,,7149.84,Pendiente
PP-001408,O-001408,PR-00139,Vargas-Montenegro A.C.,2025-08-13,90 días,2025-11-11,,3326.4,Pendiente
PP-001409,O-001409,PR-00139,Vargas-Montenegro A.C.,2025-08-04,90 días,2025-11-02,,4650.9,Pendiente
PP-001410,O-001410,PR-00127,Navarro y Sierra A.C.,2025-08-11,90 días,2025-11-09,2025-10-11,954.9,Pagado
PP-001411,O-001411,PR-01321,Valles y Asociados,2025-08-21,90 días,2025-11-19,,6450.4,Pendiente
PP-001412,O-001412,PR-01444,Industrias Solís-Meléndez,2025-07-17,60 días,2025-09-15,,993.85,Pendiente
PP-001413,O-001413,PR-01444,Industrias Solís-Meléndez,2025-07-04,60 días,2025-09-02,2025-08-05,3480.36,Pagado
PP-001414,O-001414,PR-00766,Madrigal-Cervantes,2025-07-23,Contado,2025-07-23,2025-07-23,11817.12,Pagado
PP-001415,O-001415,PR-00766,Madrigal-Cervantes,2025-08-05,Contado,2025-08-05,2025-08-05,2404.62,Pagado
PP-001416,O-001416,PR-00106,Corporacin Villalobos-Saldaña,2025-08-09,Contado,2025-08-09,2025-08-09,7935.69,Pagado
PP-001417,O-001417,PR-01249,Muñoz-Gollum,2025-08-15,90 días,2025-11-13,,3752.0,Pendiente
PP-001418,O-001418,PR-00107,Pantoja-Farías,2025-07-29,90 días,2025-10-27,2025-09-20,4087.75,Pagado
PP-001419,O-001419,PR-00966,Patiño y Asociados,2025-06-29,90 días,2025-09-27,,1599.0,Pendiente
PP-001420,O-001420,PR-01341,Villagómez y Madera S.C.,2025-07-07,90 días,2025-10-05,2025-09-19,2290.26,Pagado
PP-001421,O-001421,PR-01200,Rubio-Aponte y Asociados,2025-07-08,Contado,2025-07-08,2025-07-08,2191.68,Pagado
PP-001422,O-001422,PR-00795,Perales-Salas S. R.L. de C.V.,2025-08-20,90 días,2025-11-18,2025-09-16,1777.12,Pagado
PP-001423,O-001423,PR-00102,"Esquibel, Posada y Naranjo",2025-08-17,30 días,2025-09-16,,4933.95,Pendiente
PP-001424,O-001424,PR-00809,Gaytán-Carbajal S.A. de C.V.,2025-07-11,90 días,2025-10-09,,1843.22,Pendiente
PP-001425,O-001425,PR-00766,Madrigal-Cervantes,2025-06-24,Contado,2025-06-24,2025-06-24,266.07,Pagado
PP-001426,O-001426,PR-01199,Murillo y Zamudio e Hijos,2025-07-06,60 días,2025-09-04,,13635.72,Pendiente
PP-001427,O-001427,PR-00627,Narváez y Asociados,2025-08-09,Contado,2025-08-09,2025-08-09,2891.49,Pagado
PP-001428,O-001428,PR-01314,Proyectos Dueñas y Magaña,2025-08-08,30 días,2025-09-07,,427.35,Pendiente
PP-001429,O-001429,PR-00139,Vargas-Montenegro A.C.,2025-07-14,90 días,2025-10-12,,2402.12,Pendiente
PP-001430,O-001430,PR-01200,Rubio-Aponte y Asociados,2025-06-29,Contado,2025-06-29,,436.8,Pendiente
PP-001431,O-001431,PR-00794,Club Vaca y Saavedra,2025-08-02,90 días,2025-10-31,2025-10-11,3136.0,Pagado
PP-001432,O-001432,PR-00101,Alonso e Hijos,2025-08-17,60 días,2025-10-16,,1175.0,Pendiente
PP-001433,O-001433,PR-00103,"Proyectos Escobar, Salas y Salas",2025-08-11,60 días,2025-10-10,,7359.0,Pendiente
PP-001434,O-001434,PR-00877,Otero y Jaimes S.A. de C.V.,2025-07-17,90 días,2025-10-15,,787.52,Pendiente
PP-001435,O-001435,PR-00105,Grupo Grijalva y Sosa,2025-07-31,90 días,2025-10-29,,10374.25,Pendiente
PP-001436,O-001436,PR-00105,Grupo Grijalva y Sosa,2025-08-17,90 días,2025-11-15,,5090.8,Pendiente
PP-001437,O-001437,PR-01347,Corporacin Alarcón-Arreola,2025-06-28,60 días,2025-08-27,,5497.92,Pendiente
PP-001438,O-001438,PR-00137,Club Ornelas y Pérez,2025-07-13,Contado,2025-07-13,,12171.58,Pendiente
PP-001439,O-001439,PR-00139,Vargas-Montenegro A.C.,2025-07-30,90 días,2025-10-28,2025-10-20,3479.85,Pagado
PP-001440,O-001440,PR-00141,Rascón y Grijalva S. R.L. de C.V.,2025-06-25,30 días,2025-07-25,2025-07-11,2465.14,Pagado
PP-001441,O-001441,PR-00127,Navarro y Sierra A.C.,2025-08-04,90 días,2025-11-02,2025-08-19,2499.6,Pagado
PP-001442,O-001442,PR-01321,Valles y Asociados,2025-06-29,90 días,2025-09-27,,3964.8,Pendiente
PP-001443,O-001443,PR-00732,Razo y Ortiz S.A. de C.V.,2025-07-19,30 días,2025-08-18,2025-07-23,5238.54,Pagado
PP-001444,O-001444,PR-00103,"Proyectos Escobar, Salas y Salas",2025-07-20,60 días,2025-09-18,,8706.09,Pendiente
PP-001445,O-001445,PR-00138,Proyectos López-Baca,2025-07-24,Contado,2025-07-24,,2087.2,Retrasado
PP-001446,O-001446,PR-00140,Proyectos Rosales-Páez,2025-08-08,Contado,2025-08-08,,960.96,Pendiente
PP-001447,O-001447,PR-00141,Rascón y Grijalva S. R.L. de C.V.,2025-06-23,30 días,2025-07-23,2025-06-26,5275.0,Pagado
PP-001448,O-001448,PR-00127,Navarro y Sierra A.C.,2025-06-25,90 días,2025-09-23,2025-08-22,2930.68,Pagado
PP-001449,O-001449,PR-00127,Navarro y Sierra A.C.,2025-08-03,90 días,2025-11-01,2025-10-15,3024.22,Pagado
